[ T-Gshow ]
    title = [t-gshow] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin =  -30.00000      # minimum value of x-mesh points
     xmax =   180.0000      # maximum value of x-mesh points
#    xdel =   1.000000      # mesh width of x-mesh points
       nx =    210          # number of x-mesh points
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =  -120.0000      # minimum value of y-mesh points
     ymax =   90.00000      # maximum value of y-mesh points
#    ydel =   1.000000      # mesh width of y-mesh points
       ny =    210          # number of y-mesh points
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =   45.00000      # minimum value of z-mesh points
     zmax =   55.00000      # maximum value of z-mesh points
#    zdel =   1.000000      # mesh width of z-mesh points
       nz =     10          # number of z-mesh points
     axis =   xy            # axis of output
     file = 2d_xy_BSAORNL.out  # file name of output for the above axis
   output =    2            # (D=2) 1:bnd, 2:bnd+mat, 3:bnd+num 4:bnd+mat+num
    ginfo =    1            # (D=0) 0:no, 1:show in graph, 2:add file
    resol =    1            # (D=1) resolution of gshow or rshow
    width = 0.5000000       # (D=0.5) width of lines for gshow or rshow
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         433 (  0)       22261 (  0)       22694 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   z =    4.5500E+01

'no. =  1,    z =    4.5500E+01'
msuc: {\huge [t-gshow] in xyz mesh}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.31}

x: x [cm]
y: y [cm]
set: c1[ 1.000] c2[ 0.900] c5[ 0.800] c6[ 1.000] c7[ 0.000] c8[ 0.000]
p: h2fs form[c1] xfac[c2] afac[c5] scal[c6] xorg[c7] yorg[c8] nosp
p: xmin( -30.00000    ) xmax(  180.0000    )
p: ymin( -120.0000    ) ymax(  90.00000    )

p: legs[c5*0.875]
  1.809953E+02  6.071090E+01
  1.809953E+02  6.172038E+01
  1.809953E+02  6.272986E+01
  1.809953E+02  6.373934E+01
  1.809953E+02  6.474882E+01
  1.809953E+02  6.575829E+01
  1.809953E+02  6.676777E+01
  1.809953E+02  6.777725E+01
  1.809953E+02  6.878673E+01
  1.809953E+02  6.979621E+01
  1.809953E+02  7.080569E+01
  1.809953E+02  7.181517E+01
  1.809953E+02  7.282464E+01
  1.809953E+02  7.383412E+01
  1.809953E+02  7.484360E+01
  1.809953E+02  7.585308E+01
  1.809953E+02  7.686256E+01
  1.809953E+02  7.787204E+01
  1.809953E+02  7.888152E+01
  1.809953E+02  7.989100E+01
  1.809953E+02  8.090047E+01
  1.809953E+02  8.190995E+01
  1.809953E+02  8.291943E+01
  1.809953E+02  8.392891E+01
  1.809953E+02  8.493839E+01
  1.809953E+02  8.594787E+01
  1.809953E+02  8.695735E+01
  1.809953E+02  8.796682E+01
  1.809953E+02  8.897630E+01
  1.809953E+02  8.998578E+01
  1.809953E+02  9.099526E+01
  1.799858E+02  9.099526E+01
  1.789763E+02  9.099526E+01
  1.779668E+02  9.099526E+01
  1.769573E+02  9.099526E+01
  1.759479E+02  9.099526E+01
  1.749384E+02  9.099526E+01
  1.739289E+02  9.099526E+01
  1.729194E+02  9.099526E+01
  1.719100E+02  9.099526E+01
  1.709005E+02  9.099526E+01
  1.698910E+02  9.099526E+01
  1.688815E+02  9.099526E+01
  1.678720E+02  9.099526E+01
  1.668626E+02  9.099526E+01
  1.658531E+02  9.099526E+01
  1.648436E+02  9.099526E+01
  1.638341E+02  9.099526E+01
  1.628246E+02  9.099526E+01
  1.618152E+02  9.099526E+01
  1.608057E+02  9.099526E+01
  1.597962E+02  9.099526E+01
  1.587867E+02  9.099526E+01
  1.577773E+02  9.099526E+01
  1.567678E+02  9.099526E+01
  1.557583E+02  9.099526E+01
  1.547488E+02  9.099526E+01
  1.537393E+02  9.099526E+01
  1.527299E+02  9.099526E+01
  1.517204E+02  9.099526E+01
  1.507109E+02  9.099526E+01
  1.497014E+02  9.099526E+01
  1.486919E+02  9.099526E+01
  1.476825E+02  9.099526E+01
  1.466730E+02  9.099526E+01
  1.456635E+02  9.099526E+01
  1.446540E+02  9.099526E+01
  1.436445E+02  9.099526E+01
  1.426351E+02  9.099526E+01
  1.416256E+02  9.099526E+01
  1.406161E+02  9.099526E+01
  1.396066E+02  9.099526E+01
  1.385972E+02  9.099526E+01
  1.375877E+02  9.099526E+01
  1.365782E+02  9.099526E+01
  1.355687E+02  9.099526E+01
  1.345592E+02  9.099526E+01
  1.335498E+02  9.099526E+01
  1.325403E+02  9.099526E+01
  1.315308E+02  9.099526E+01
  1.305213E+02  9.099526E+01
  1.295118E+02  9.099526E+01
  1.285024E+02  9.099526E+01
  1.274929E+02  9.099526E+01
  1.264834E+02  9.099526E+01
  1.254739E+02  9.099526E+01
  1.244645E+02  9.099526E+01
  1.234550E+02  9.099526E+01
  1.224455E+02  9.099526E+01
  1.214360E+02  9.099526E+01
  1.204265E+02  9.099526E+01
  1.194171E+02  9.099526E+01
  1.184076E+02  9.099526E+01
  1.173981E+02  9.099526E+01
  1.163886E+02  9.099526E+01
  1.153791E+02  9.099526E+01
  1.143697E+02  9.099526E+01
  1.133602E+02  9.099526E+01
  1.123507E+02  9.099526E+01
  1.113412E+02  9.099526E+01
  1.103318E+02  9.099526E+01
  1.093223E+02  9.099526E+01
  1.083128E+02  9.099526E+01
  1.073033E+02  9.099526E+01
  1.062938E+02  9.099526E+01
  1.052844E+02  9.099526E+01
  1.042749E+02  9.099526E+01
  1.032654E+02  9.099526E+01
  1.022559E+02  9.099526E+01
  1.012464E+02  9.099526E+01
  1.002370E+02  9.099526E+01
  9.922749E+01  9.099526E+01
  9.821801E+01  9.099526E+01
  9.720853E+01  9.099526E+01
  9.619905E+01  9.099526E+01
  9.518957E+01  9.099526E+01
  9.418009E+01  9.099526E+01
  9.317062E+01  9.099526E+01
  9.216114E+01  9.099526E+01
  9.115166E+01  9.099526E+01
  9.014218E+01  9.099526E+01
  8.913270E+01  9.099526E+01
  8.812322E+01  9.099526E+01
  8.711374E+01  9.099526E+01
  8.610427E+01  9.099526E+01
  8.509479E+01  9.099526E+01
  8.408531E+01  9.099526E+01
  8.307583E+01  9.099526E+01
  8.206635E+01  9.099526E+01
  8.105687E+01  9.099526E+01
  8.004739E+01  9.099526E+01
  7.903791E+01  9.099526E+01
  7.802844E+01  9.099526E+01
  7.701896E+01  9.099526E+01
  7.600948E+01  9.099526E+01
  7.500000E+01  9.099526E+01
  7.399052E+01  9.099526E+01
  7.298104E+01  9.099526E+01
  7.197156E+01  9.099526E+01
  7.096209E+01  9.099526E+01
  6.995261E+01  9.099526E+01
  6.894313E+01  9.099526E+01
  6.793365E+01  9.099526E+01
  6.692417E+01  9.099526E+01
  6.591469E+01  9.099526E+01
  6.490521E+01  9.099526E+01
  6.389573E+01  9.099526E+01
  6.288626E+01  9.099526E+01
  6.187678E+01  9.099526E+01
  6.086730E+01  9.099526E+01
  5.985782E+01  9.099526E+01
  5.884834E+01  9.099526E+01
  5.783886E+01  9.099526E+01
  5.682938E+01  9.099526E+01
  5.581991E+01  9.099526E+01
  5.481043E+01  9.099526E+01
  5.380095E+01  9.099526E+01
  5.279147E+01  9.099526E+01
  5.178199E+01  9.099526E+01
  5.077251E+01  9.099526E+01
  4.976303E+01  9.099526E+01
  4.875355E+01  9.099526E+01
  4.774408E+01  9.099526E+01
  4.673460E+01  9.099526E+01
  4.572512E+01  9.099526E+01
  4.471564E+01  9.099526E+01
  4.370616E+01  9.099526E+01
  4.269668E+01  9.099526E+01
  4.168720E+01  9.099526E+01
  4.067773E+01  9.099526E+01
  3.966825E+01  9.099526E+01
  3.865877E+01  9.099526E+01
  3.764929E+01  9.099526E+01
  3.663981E+01  9.099526E+01
  3.563033E+01  9.099526E+01
  3.462085E+01  9.099526E+01
  3.361137E+01  9.099526E+01
  3.260190E+01  9.099526E+01
  3.159242E+01  9.099526E+01
  3.058294E+01  9.099526E+01
  2.957346E+01  9.099526E+01
  2.856398E+01  9.099526E+01
  2.755450E+01  9.099526E+01
  2.654502E+01  9.099526E+01
  2.553555E+01  9.099526E+01
  2.452607E+01  9.099526E+01
  2.351659E+01  9.099526E+01
  2.250711E+01  9.099526E+01
  2.149763E+01  9.099526E+01
  2.048815E+01  9.099526E+01
  1.947867E+01  9.099526E+01
  1.846919E+01  9.099526E+01
  1.745972E+01  9.099526E+01
  1.645024E+01  9.099526E+01
  1.544076E+01  9.099526E+01
  1.443128E+01  9.099526E+01
  1.342180E+01  9.099526E+01
  1.241232E+01  9.099526E+01
  1.140284E+01  9.099526E+01
  1.039336E+01  9.099526E+01
  9.383886E+00  9.099526E+01
  8.374408E+00  9.099526E+01
  7.364929E+00  9.099526E+01
  6.355450E+00  9.099526E+01
  5.345972E+00  9.099526E+01
  4.336493E+00  9.099526E+01
  3.327014E+00  9.099526E+01
  2.317536E+00  9.099526E+01
  1.308057E+00  9.099526E+01
  2.985782E-01  9.099526E+01
 -7.109005E-01  9.099526E+01
 -1.720379E+00  9.099526E+01
 -2.729858E+00  9.099526E+01
 -3.739336E+00  9.099526E+01
 -4.748815E+00  9.099526E+01
 -5.758294E+00  9.099526E+01
 -6.767772E+00  9.099526E+01
 -7.777251E+00  9.099526E+01
 -8.786730E+00  9.099526E+01
 -9.796209E+00  9.099526E+01
 -1.080569E+01  9.099526E+01
 -1.181517E+01  9.099526E+01
 -1.282464E+01  9.099526E+01
 -1.383412E+01  9.099526E+01
 -1.484360E+01  9.099526E+01
 -1.585308E+01  9.099526E+01
 -1.686256E+01  9.099526E+01
 -1.787204E+01  9.099526E+01
 -1.888152E+01  9.099526E+01
 -1.989100E+01  9.099526E+01
 -2.090047E+01  9.099526E+01
 -2.190995E+01  9.099526E+01
 -2.291943E+01  9.099526E+01
 -2.392891E+01  9.099526E+01
 -2.493839E+01  9.099526E+01
 -2.594787E+01  9.099526E+01
 -2.695735E+01  9.099526E+01
 -2.796682E+01  9.099526E+01
 -2.897630E+01  9.099526E+01
 -2.998578E+01  9.099526E+01
 -3.099526E+01  9.099526E+01
 -3.099526E+01  8.998578E+01
 -3.099526E+01  8.897630E+01
 -3.099526E+01  8.796682E+01
 -3.099526E+01  8.695735E+01
 -3.099526E+01  8.594787E+01
 -3.099526E+01  8.493839E+01
 -3.099526E+01  8.392891E+01
 -3.099526E+01  8.291943E+01
 -3.099526E+01  8.190995E+01
 -3.099526E+01  8.090047E+01
 -3.099526E+01  7.989100E+01
 -3.099526E+01  7.888152E+01
 -3.099526E+01  7.787204E+01
 -3.099526E+01  7.686256E+01
 -3.099526E+01  7.585308E+01
 -3.099526E+01  7.484360E+01
 -3.099526E+01  7.383412E+01
 -3.099526E+01  7.282464E+01
 -3.099526E+01  7.181517E+01
 -3.099526E+01  7.080569E+01
 -3.099526E+01  6.979621E+01
 -3.099526E+01  6.878673E+01
 -3.099526E+01  6.777725E+01
 -3.099526E+01  6.676777E+01
 -3.099526E+01  6.575829E+01
 -3.099526E+01  6.474882E+01
 -3.099526E+01  6.373934E+01
 -3.099526E+01  6.272986E+01
 -3.099526E+01  6.172038E+01
 -3.099526E+01  6.071090E+01
 -3.099526E+01  5.970142E+01
 -3.099526E+01  5.869194E+01
 -3.099526E+01  5.768246E+01
 -3.099526E+01  5.667299E+01
 -3.099526E+01  5.566351E+01
 -3.099526E+01  5.465403E+01
 -3.099526E+01  5.364455E+01
 -3.099526E+01  5.263507E+01
 -3.099526E+01  5.162559E+01
 -3.099526E+01  5.061611E+01
 -3.099526E+01  4.960664E+01
 -3.099526E+01  4.859716E+01
 -3.099526E+01  4.758768E+01
 -3.099526E+01  4.657820E+01
 -3.099526E+01  4.556872E+01
 -3.099526E+01  4.455924E+01
 -3.099526E+01  4.354976E+01
 -3.099526E+01  4.254028E+01
 -3.099526E+01  4.153081E+01
 -3.099526E+01  4.052133E+01
 -3.099526E+01  3.951185E+01
 -3.099526E+01  3.850237E+01
 -3.099526E+01  3.749289E+01
 -3.099526E+01  3.648341E+01
 -3.099526E+01  3.547393E+01
 -3.099526E+01  3.446445E+01
 -3.099526E+01  3.345498E+01
 -3.099526E+01  3.244550E+01
 -3.099526E+01  3.143602E+01
 -3.099526E+01  3.042654E+01
 -3.099526E+01  2.941706E+01
 -3.099526E+01  2.840758E+01
 -3.099526E+01  2.739810E+01
 -3.099526E+01  2.638863E+01
 -3.099526E+01  2.537915E+01
 -3.099526E+01  2.436967E+01
 -3.099526E+01  2.336019E+01
 -3.099526E+01  2.235071E+01
 -3.099526E+01  2.134123E+01
 -3.099526E+01  2.033175E+01
 -3.099526E+01  1.932227E+01
 -3.099526E+01  1.831280E+01
 -3.099526E+01  1.730332E+01
 -3.099526E+01  1.629384E+01
 -3.099526E+01  1.528436E+01
 -3.099526E+01  1.427488E+01
 -3.099526E+01  1.326540E+01
 -3.099526E+01  1.225592E+01
 -3.099526E+01  1.124645E+01
 -3.099526E+01  1.023697E+01
 -3.099526E+01  9.227488E+00
 -3.099526E+01  8.218010E+00
 -3.099526E+01  7.208531E+00
 -3.099526E+01  6.199052E+00
 -3.099526E+01  5.189573E+00
 -3.099526E+01  4.180095E+00
 -3.099526E+01  3.170616E+00
 -3.099526E+01  2.161137E+00
 -3.099526E+01  1.151659E+00
 -3.099526E+01  1.421801E-01
 -3.099526E+01 -8.672986E-01
 -3.099526E+01 -1.876777E+00
 -3.099526E+01 -2.886256E+00
 -3.099526E+01 -3.895735E+00
 -3.099526E+01 -4.905213E+00
 -3.099526E+01 -5.914692E+00
 -3.099526E+01 -6.924171E+00
 -3.099526E+01 -7.933649E+00
 -3.099526E+01 -8.943128E+00
 -3.099526E+01 -9.952607E+00
 -3.099526E+01 -1.096209E+01
 -3.099526E+01 -1.197156E+01
 -3.099526E+01 -1.298104E+01
 -3.099526E+01 -1.399052E+01
 -3.099526E+01 -1.500000E+01
 -3.099526E+01 -1.600948E+01
 -3.099526E+01 -1.701896E+01
 -3.099526E+01 -1.802844E+01
 -3.099526E+01 -1.903791E+01
 -3.099526E+01 -2.004739E+01
 -3.099526E+01 -2.105687E+01
 -3.099526E+01 -2.206635E+01
 -3.099526E+01 -2.307583E+01
 -3.099526E+01 -2.408531E+01
 -3.099526E+01 -2.509479E+01
 -3.099526E+01 -2.610427E+01
 -3.099526E+01 -2.711374E+01
 -3.099526E+01 -2.812322E+01
 -3.099526E+01 -2.913270E+01
 -3.099526E+01 -3.014218E+01
 -3.099526E+01 -3.115166E+01
 -3.099526E+01 -3.216114E+01
 -3.099526E+01 -3.317062E+01
 -3.099526E+01 -3.418009E+01
 -3.099526E+01 -3.518957E+01
 -3.099526E+01 -3.619905E+01
 -3.099526E+01 -3.720853E+01
 -3.099526E+01 -3.821801E+01
 -3.099526E+01 -3.922749E+01
 -3.099526E+01 -4.023697E+01
 -3.099526E+01 -4.124645E+01
 -3.099526E+01 -4.225592E+01
 -3.099526E+01 -4.326540E+01
 -3.099526E+01 -4.427488E+01
 -3.099526E+01 -4.528436E+01
 -3.099526E+01 -4.629384E+01
 -3.099526E+01 -4.730332E+01
 -3.099526E+01 -4.831280E+01
 -3.099526E+01 -4.932227E+01
 -3.099526E+01 -5.033175E+01
 -3.099526E+01 -5.134123E+01
 -3.099526E+01 -5.235071E+01
 -3.099526E+01 -5.336019E+01
 -3.099526E+01 -5.436967E+01
 -3.099526E+01 -5.537915E+01
 -3.099526E+01 -5.638863E+01
 -3.099526E+01 -5.739810E+01
 -3.099526E+01 -5.840758E+01
 -3.099526E+01 -5.941706E+01
 -3.099526E+01 -6.042654E+01
 -3.099526E+01 -6.143602E+01
 -3.099526E+01 -6.244550E+01
 -3.099526E+01 -6.345498E+01
 -3.099526E+01 -6.446445E+01
 -3.099526E+01 -6.547393E+01
 -3.099526E+01 -6.648341E+01
 -3.099526E+01 -6.749289E+01
 -3.099526E+01 -6.850237E+01
 -3.099526E+01 -6.951185E+01
 -3.099526E+01 -7.052133E+01
 -3.099526E+01 -7.153081E+01
 -3.099526E+01 -7.254028E+01
 -3.099526E+01 -7.354976E+01
 -3.099526E+01 -7.455924E+01
 -3.099526E+01 -7.556872E+01
 -3.099526E+01 -7.657820E+01
 -3.099526E+01 -7.758768E+01
 -3.099526E+01 -7.859716E+01
 -3.099526E+01 -7.960664E+01
 -3.099526E+01 -8.061611E+01
 -3.099526E+01 -8.162559E+01
 -3.099526E+01 -8.263507E+01
 -3.099526E+01 -8.364455E+01
 -3.099526E+01 -8.465403E+01
 -3.099526E+01 -8.566351E+01
 -3.099526E+01 -8.667299E+01
 -3.099526E+01 -8.768246E+01
 -3.099526E+01 -8.869194E+01
 -3.099526E+01 -8.970142E+01
 -3.099526E+01 -9.071090E+01
 -3.099526E+01 -9.172038E+01
 -3.099526E+01 -9.272986E+01
 -3.099526E+01 -9.373934E+01
 -3.099526E+01 -9.474882E+01
 -3.099526E+01 -9.575829E+01
 -3.099526E+01 -9.676777E+01
 -3.099526E+01 -9.777725E+01
 -3.099526E+01 -9.878673E+01
 -3.099526E+01 -9.979621E+01
 -3.099526E+01 -1.008057E+02
 -3.099526E+01 -1.018152E+02
 -3.099526E+01 -1.028246E+02
 -3.099526E+01 -1.038341E+02
 -3.099526E+01 -1.048436E+02
 -3.099526E+01 -1.058531E+02
 -3.099526E+01 -1.068626E+02
 -3.099526E+01 -1.078720E+02
 -3.099526E+01 -1.088815E+02
 -3.099526E+01 -1.098910E+02
 -3.099526E+01 -1.109005E+02
 -3.099526E+01 -1.119100E+02
 -3.099526E+01 -1.129194E+02
 -3.099526E+01 -1.139289E+02
 -3.099526E+01 -1.149384E+02
 -3.099526E+01 -1.159479E+02
 -3.099526E+01 -1.169573E+02
 -3.099526E+01 -1.179668E+02
 -3.099526E+01 -1.189763E+02
 -3.099526E+01 -1.199858E+02
 -3.099526E+01 -1.209953E+02

h: x ny1,0  y2=[y1](2002),ic[yellowgreen]
 -1.000000E+00 -1.000000E+00

hb:   line clip z   cb(yellowgreen)
clip:
  2.100000E+01 -9.625592E+01
  2.149763E+01 -9.675684E+01
  2.249618E+01 -9.675684E+01
  2.553555E+01 -9.675684E+01
  2.600000E+01 -9.622275E+01
  2.600000E+01 -9.575829E+01
  2.600000E+01 -9.529384E+01
  2.600000E+01 -9.474882E+01
  2.600000E+01 -9.428436E+01
  2.600000E+01 -9.373934E+01
  2.600000E+01 -9.327488E+01
  2.600000E+01 -9.272986E+01
  2.600000E+01 -9.226540E+01
  2.600000E+01 -9.172038E+01
  2.600000E+01 -9.125592E+01
  2.600000E+01 -9.071090E+01
  2.600000E+01 -9.024645E+01
  2.600000E+01 -8.970142E+01
  2.600000E+01 -8.923697E+01
  2.600000E+01 -8.869194E+01
  2.600000E+01 -8.822749E+01
  2.600000E+01 -8.768246E+01
  2.600000E+01 -8.721801E+01
  2.600000E+01 -8.667299E+01
  2.600000E+01 -8.620853E+01
  2.600000E+01 -8.566351E+01
  2.600000E+01 -8.519905E+01
  2.600000E+01 -8.465403E+01
  2.600000E+01 -8.418957E+01
  2.600000E+01 -8.364455E+01
  2.600000E+01 -8.318009E+01
